cd_clean,support_pct,n_cells,question,label,topic,margin_of_error
CA-25,67.7,65,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-26,66.9,51,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-27,74.8,70,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-28,77,62,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-29,73.1,62,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-30,77.9,65,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-31,66.2,74,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-32,75.2,61,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-33,75.7,61,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-34,70.8,65,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-35,64.7,64,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-36,69.6,63,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-37,73.3,69,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-38,65.4,63,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-39,67.7,58,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-40,66.6,51,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-41,69,74,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-42,65.3,74,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-43,72,73,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-44,74.4,57,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-45,73.5,54,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-46,60.2,56,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-47,71.5,70,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-48,72.1,47,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-49,67.3,54,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-50,60.2,65,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-51,70.7,68,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-52,72.4,61,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CA-53,72.9,71,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CO-01,70.9,69,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CO-02,67.5,57,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CO-03,54.3,53,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CO-04,51,58,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CO-05,54.9,67,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CO-06,64.6,69,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CO-07,62.4,59,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CT-01,73.3,67,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CT-02,67.2,50,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CT-03,78.5,67,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CT-04,73.8,53,guns_assaultban,Ban on assault-style weapons,Gun Control,7
CT-05,69.1,55,guns_assaultban,Ban on assault-style weapons,Gun Control,7
DC-01,86,64,guns_assaultban,Ban on assault-style weapons,Gun Control,7
DE-01,68.8,70,guns_assaultban,Ban on assault-style weapons,Gun Control,7
FL-01,61.1,66,guns_assaultban,Ban on assault-style weapons,Gun Control,7
FL-02,58,59,guns_assaultban,Ban on assault-style weapons,Gun Control,7
FL-03,62.6,67,guns_assaultban,Ban on assault-style weapons,Gun Control,7
FL-04,63,73,guns_assaultban,Ban on assault-style weapons,Gun Control,7
